N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,irrigation,label
97,41,47,19.91,47.36,6.25,178.73,Clay Soil,Rabi,Rajkot,Medium,Wheat
32,40,35,27.18,69.13,6.2,648.4,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
102,46,41,30.71,65.37,6.19,832.94,Alluvial Soil,Kharif,Amreli,High,Cotton
50,30,26,37.04,39.26,4.79,291.52,Loamy Soil,Kharif,Kutch,Low,Bajra
22,30,27,23.93,36.32,6.57,140.34,Alluvial Soil,Rabi,Kutch,Low,Cumin
94,57,40,32.71,69.81,5.26,746.87,Black Soil,Kharif,Vadodara,Medium,Cotton
31,35,26,24.67,32.3,6.93,89.93,Loamy Soil,Rabi,Jamnagar,Low,Cumin
96,35,40,17.87,45.11,6.71,234.52,Clay Soil,Rabi,Mehsana,Medium,Wheat
56,39,24,32.66,36.79,7.13,266.32,Loamy Soil,Kharif,Banaskantha,Low,Bajra
31,27,26,28.47,51.15,6.66,417.31,Loamy Soil,Kharif,Kutch,Low,Sesame
64,39,36,20.79,52.52,6.09,147.92,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
36,29,16,29.04,51.59,7.05,378.86,Loamy Soil,Kharif,Kutch,Low,Sesame
35,43,35,18.56,40.93,6.5,180.21,Loamy Soil,Rabi,Vadodara,Low,Gram
65,34,32,25.81,54.12,5.77,406.93,Alluvial Soil,Kharif,Kutch,Low,Castor
54,33,30,28.84,49.39,5.77,424.86,Loamy Soil,Kharif,Banaskantha,Low,Castor
81,41,44,24.21,66.71,6.32,1002.93,Red Soil,Kharif,Mehsana,High,Maize
41,35,24,31.11,47.29,6.86,359.11,Sandy Soil,Kharif,Rajkot,Low,Castor
71,45,49,18.54,44.43,6.41,197.98,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
31,51,39,18.99,41.26,6.84,110.3,Clay Soil,Rabi,Rajkot,Low,Gram
101,49,47,20.69,45.64,6.19,225.08,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
40,34,30,30.13,57.24,6.6,513.81,Loamy Soil,Kharif,Mehsana,Low,Castor
72,44,47,27.81,65.89,5.62,858.33,Alluvial Soil,Kharif,Anand,High,Maize
27,59,36,25.87,42.19,6.79,196.73,Loamy Soil,Rabi,Ahmedabad,Low,Gram
36,41,26,29.32,72.06,5.88,608.68,Loamy Soil,Kharif,Amreli,Medium,Groundnut
104,51,53,33.58,73.63,6.79,821.72,Alluvial Soil,Kharif,Surat,Medium,Cotton
38,45,33,27.21,72.98,6.43,645.29,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
47,30,19,22.25,36.63,6.7,133.17,Alluvial Soil,Rabi,Kutch,Low,Cumin
89,44,46,27.84,71.27,6.85,876.05,Alluvial Soil,Kharif,Banaskantha,High,Maize
50,45,29,28.48,73.54,6.54,658.94,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
99,45,39,18.63,43.91,6.39,230.87,Loamy Soil,Rabi,Anand,Medium,Wheat
33,21,24,30.27,53.04,7.21,371.48,Loamy Soil,Kharif,Junagadh,Low,Sesame
41,48,35,27.37,71.17,6.82,685.76,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
35,52,36,22.52,37.09,6.44,172.94,Clay Soil,Rabi,Ahmedabad,Low,Gram
47,37,28,28.31,70.69,8.19,675.79,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
37,32,28,31.67,53.26,7.36,385.06,Loamy Soil,Kharif,Banaskantha,Low,Castor
91,40,43,18.98,46.43,7.5,185.32,Alluvial Soil,Rabi,Mehsana,Medium,Wheat
28,29,22,30.56,48.44,7.04,419.56,Alluvial Soil,Kharif,Junagadh,Low,Sesame
75,43,54,21.18,43.66,6.47,212.1,Loamy Soil,Rabi,Mehsana,Medium,Wheat
53,38,35,21.12,49.9,6.68,180.75,Loamy Soil,Rabi,Jamnagar,Low,Mustard
98,52,46,31.13,65.56,6.72,727.31,Black Soil,Kharif,Vadodara,High,Cotton
35,29,22,29.26,50.02,6.36,400.02,Sandy Soil,Kharif,Junagadh,Low,Sesame
36,21,29,30.74,54.3,6.72,412.03,Sandy Soil,Kharif,Bhavnagar,Low,Sesame
79,52,39,25.51,69.77,5.89,1006.81,Alluvial Soil,Kharif,Anand,High,Maize
88,41,46,20.2,48.6,6.41,134.83,Clay Soil,Rabi,Anand,Medium,Wheat
47,43,30,16.7,53.83,6.0,208.61,Sandy Soil,Rabi,Mehsana,Low,Mustard
61,38,31,32.62,38.66,6.4,349.01,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
42,40,33,27.17,71.81,7.01,695.45,Black Soil,Kharif,Jamnagar,Medium,Groundnut
33,41,23,30.14,76.49,5.99,638.61,Black Soil,Kharif,Jamnagar,Medium,Groundnut
56,41,32,21.85,50.02,6.24,122.72,Sandy Soil,Rabi,Banaskantha,Low,Mustard
37,24,23,28.74,52.82,6.96,412.3,Sandy Soil,Kharif,Bhavnagar,Low,Sesame
64,38,28,18.76,55.45,5.87,194.98,Loamy Soil,Rabi,Jamnagar,Low,Mustard
57,31,27,36.26,41.19,7.34,190.44,Sandy Soil,Kharif,Banaskantha,Low,Bajra
84,49,52,30.33,65.98,5.82,831.1,Alluvial Soil,Kharif,Bhavnagar,Medium,Cotton
32,48,30,19.57,46.87,7.2,172.38,Loamy Soil,Rabi,Ahmedabad,Low,Gram
56,31,39,18.41,52.77,6.04,153.41,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
40,23,24,28.17,52.78,6.39,396.92,Loamy Soil,Kharif,Junagadh,Low,Sesame
106,52,37,30.85,67.24,6.58,878.73,Black Soil,Kharif,Jamnagar,Medium,Cotton
52,40,33,36.09,32.04,6.55,209.27,Sandy Soil,Kharif,Jamnagar,Low,Bajra
53,32,29,27.07,50.72,6.74,418.5,Loamy Soil,Kharif,Banaskantha,Low,Castor
95,49,47,18.51,46.89,6.13,185.99,Clay Soil,Rabi,Mehsana,Medium,Wheat
110,49,55,35.07,63.79,6.28,896.89,Black Soil,Kharif,Vadodara,High,Cotton
32,50,31,21.29,42.04,6.39,178.71,Loamy Soil,Rabi,Vadodara,Low,Gram
53,29,27,30.24,60.53,6.38,514.97,Loamy Soil,Kharif,Kutch,Low,Castor
31,48,28,21.51,40.9,7.03,138.44,Loamy Soil,Rabi,Ahmedabad,Low,Gram
30,49,31,18.17,40.87,6.26,201.63,Black Soil,Rabi,Junagadh,Low,Gram
38,33,27,21.92,36.3,5.85,93.16,Sandy Soil,Rabi,Rajkot,Low,Cumin
87,53,36,30.23,65.66,6.87,811.42,Black Soil,Kharif,Jamnagar,Medium,Cotton
49,30,33,32.36,55.97,6.38,397.19,Loamy Soil,Kharif,Rajkot,Low,Castor
37,31,24,30.71,52.38,5.76,417.69,Sandy Soil,Kharif,Junagadh,Low,Sesame
53,37,30,34.83,39.41,5.85,288.0,Sandy Soil,Kharif,Jamnagar,Low,Bajra
58,45,35,25.63,76.26,6.89,625.8,Loamy Soil,Kharif,Junagadh,Medium,Groundnut
86,43,59,21.12,50.38,5.77,176.43,Alluvial Soil,Rabi,Anand,Medium,Wheat
33,49,35,23.29,40.19,6.81,170.24,Black Soil,Rabi,Vadodara,Low,Gram
83,52,34,25.14,67.34,6.27,841.35,Alluvial Soil,Kharif,Vadodara,High,Maize
96,44,43,28.99,71.27,7.12,937.58,Alluvial Soil,Kharif,Ahmedabad,High,Maize
61,44,31,18.22,50.09,6.5,161.6,Alluvial Soil,Rabi,Kutch,Low,Mustard
59,38,29,19.35,49.98,6.18,161.01,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
37,29,22,28.93,54.12,6.58,455.73,Sandy Soil,Kharif,Rajkot,Low,Castor
41,38,32,28.22,72.82,6.39,706.89,Black Soil,Kharif,Rajkot,Medium,Groundnut
42,39,34,27.49,73.59,6.48,653.71,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
34,24,21,30.32,51.38,7.17,411.89,Sandy Soil,Kharif,Kutch,Low,Sesame
60,45,40,25.07,71.92,6.11,931.9,Loamy Soil,Kharif,Mehsana,High,Maize
35,32,29,28.46,51.1,6.64,407.06,Sandy Soil,Kharif,Amreli,Low,Sesame
23,43,32,26.82,72.86,6.75,683.53,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
39,30,27,30.47,54.45,7.19,421.23,Alluvial Soil,Kharif,Rajkot,Low,Castor
97,40,41,20.47,50.51,7.29,235.19,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
101,49,42,21.42,51.12,6.44,184.98,Clay Soil,Rabi,Anand,Medium,Wheat
52,42,33,19.78,51.14,6.78,189.0,Sandy Soil,Rabi,Mehsana,Low,Mustard
59,37,28,19.56,52.07,6.72,178.0,Sandy Soil,Rabi,Banaskantha,Low,Mustard
35,28,30,23.66,29.16,7.17,117.19,Loamy Soil,Rabi,Banaskantha,Low,Cumin
45,34,30,34.78,41.83,6.16,304.34,Sandy Soil,Kharif,Jamnagar,Low,Bajra
55,41,30,19.93,55.18,6.63,219.09,Loamy Soil,Rabi,Banaskantha,Low,Mustard
118,58,44,33.71,65.23,6.93,832.32,Alluvial Soil,Kharif,Surat,High,Cotton
33,38,34,23.12,42.54,6.27,184.43,Loamy Soil,Rabi,Ahmedabad,Low,Gram
38,26,20,24.87,25.0,6.16,129.67,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
61,35,44,19.04,54.7,6.5,193.26,Sandy Soil,Rabi,Mehsana,Low,Mustard
83,47,41,23.17,70.94,5.9,941.98,Loamy Soil,Kharif,Vadodara,High,Maize
43,47,35,21.57,57.01,6.42,203.21,Sandy Soil,Rabi,Kutch,Low,Mustard
50,38,34,39.87,38.52,6.35,268.55,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
117,49,48,31.98,68.96,7.76,764.61,Black Soil,Kharif,Surat,High,Cotton
32,37,26,22.05,35.94,6.5,99.98,Loamy Soil,Rabi,Kutch,Low,Cumin
56,48,36,16.6,48.22,6.56,168.81,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
29,52,41,30.06,71.66,5.92,596.72,Black Soil,Kharif,Rajkot,Medium,Groundnut
40,50,27,30.18,74.75,6.46,642.56,Black Soil,Kharif,Jamnagar,Medium,Groundnut
28,32,26,28.79,50.68,6.38,347.92,Loamy Soil,Kharif,Junagadh,Low,Sesame
31,28,27,27.82,50.04,6.87,411.13,Loamy Soil,Kharif,Kutch,Low,Sesame
39,42,24,29.12,57.11,5.92,436.71,Alluvial Soil,Kharif,Banaskantha,Low,Castor
40,49,41,18.68,43.62,6.57,195.85,Black Soil,Rabi,Ahmedabad,Low,Gram
83,47,44,27.92,72.97,6.67,911.44,Alluvial Soil,Kharif,Ahmedabad,High,Maize
27,31,29,29.45,43.55,7.18,439.61,Alluvial Soil,Kharif,Junagadh,Low,Sesame
69,33,32,18.84,53.66,7.4,126.17,Sandy Soil,Rabi,Banaskantha,Low,Mustard
35,25,28,30.58,49.63,6.31,409.33,Loamy Soil,Kharif,Amreli,Low,Sesame
24,37,15,24.51,33.06,5.78,118.68,Alluvial Soil,Rabi,Mehsana,Low,Cumin
73,50,47,26.41,68.21,7.5,1000.65,Loamy Soil,Kharif,Banaskantha,High,Maize
30,47,33,24.01,41.55,6.33,167.69,Clay Soil,Rabi,Jamnagar,Low,Gram
37,27,22,29.67,53.0,6.7,415.52,Loamy Soil,Kharif,Bhavnagar,Low,Sesame
37,37,29,31.18,53.31,6.69,492.8,Alluvial Soil,Kharif,Anand,Low,Castor
56,41,40,21.14,52.65,6.25,130.98,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
91,40,40,19.98,49.86,7.89,232.73,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
91,61,55,31.38,62.9,5.19,701.23,Black Soil,Kharif,Surat,Medium,Cotton
31,40,29,28.45,73.23,6.7,679.8,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
53,35,27,28.26,53.73,6.53,519.09,Alluvial Soil,Kharif,Kutch,Low,Castor
42,26,27,31.06,57.51,6.58,366.79,Loamy Soil,Kharif,Mehsana,Low,Castor
50,37,31,39.8,41.47,5.57,323.98,Sandy Soil,Kharif,Jamnagar,Low,Bajra
50,33,32,18.75,48.64,6.15,142.58,Sandy Soil,Rabi,Banaskantha,Low,Mustard
110,64,38,29.49,71.24,6.69,742.11,Alluvial Soil,Kharif,Surat,High,Cotton
86,49,45,19.34,46.31,6.58,233.22,Loamy Soil,Rabi,Mehsana,Medium,Wheat
39,43,32,20.82,39.08,6.21,184.01,Loamy Soil,Rabi,Ahmedabad,Low,Gram
30,49,30,22.15,43.76,6.95,212.37,Loamy Soil,Rabi,Vadodara,Low,Gram
101,54,58,33.27,63.08,6.05,832.79,Black Soil,Kharif,Bhavnagar,High,Cotton
108,54,48,32.52,66.08,7.14,886.33,Black Soil,Kharif,Bhavnagar,High,Cotton
107,49,46,30.67,56.46,6.4,960.84,Alluvial Soil,Kharif,Rajkot,Medium,Cotton
44,34,24,29.0,60.52,6.81,478.84,Alluvial Soil,Kharif,Kutch,Low,Castor
40,40,35,27.93,70.03,7.62,673.82,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
54,34,28,30.95,48.45,6.48,350.97,Loamy Soil,Kharif,Mehsana,Low,Bajra
80,46,43,27.92,72.26,7.39,1000.05,Red Soil,Kharif,Vadodara,High,Maize
58,50,28,32.75,42.72,6.4,255.71,Loamy Soil,Kharif,Banaskantha,Low,Bajra
78,39,45,16.39,46.39,5.63,245.64,Clay Soil,Rabi,Anand,Medium,Wheat
51,43,38,18.12,53.24,7.13,155.65,Loamy Soil,Rabi,Mehsana,Low,Mustard
45,31,26,29.91,58.57,6.14,445.57,Sandy Soil,Kharif,Rajkot,Low,Castor
38,29,22,27.71,53.4,6.63,402.51,Loamy Soil,Kharif,Rajkot,Low,Sesame
70,45,35,20.07,53.56,6.58,140.39,Sandy Soil,Rabi,Kutch,Low,Mustard
35,25,26,19.55,35.12,5.88,127.09,Alluvial Soil,Rabi,Mehsana,Low,Cumin
95,40,45,17.84,43.05,6.53,242.08,Loamy Soil,Rabi,Rajkot,Medium,Wheat
101,41,41,20.93,44.97,7.04,211.14,Loamy Soil,Rabi,Rajkot,Medium,Wheat
92,54,49,33.59,60.81,6.87,839.36,Alluvial Soil,Kharif,Jamnagar,High,Cotton
60,32,35,19.78,56.02,7.41,131.24,Loamy Soil,Rabi,Kutch,Low,Mustard
59,38,39,17.5,55.39,6.98,126.06,Loamy Soil,Rabi,Jamnagar,Low,Mustard
67,42,28,16.53,47.02,6.35,151.6,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
91,56,45,28.44,63.07,6.35,964.31,Loamy Soil,Kharif,Ahmedabad,High,Maize
31,26,26,30.16,50.66,6.38,371.99,Loamy Soil,Kharif,Rajkot,Low,Sesame
56,50,29,28.13,59.96,6.59,555.56,Sandy Soil,Kharif,Banaskantha,Low,Castor
31,28,24,30.05,52.42,7.08,488.46,Alluvial Soil,Kharif,Rajkot,Low,Sesame
30,36,24,25.34,32.62,5.75,126.38,Alluvial Soil,Rabi,Rajkot,Low,Cumin
39,34,23,23.62,37.53,5.83,137.91,Loamy Soil,Rabi,Jamnagar,Low,Cumin
52,38,29,19.72,59.5,7.42,188.98,Alluvial Soil,Rabi,Kutch,Low,Mustard
112,53,44,30.68,60.18,6.83,838.53,Alluvial Soil,Kharif,Jamnagar,High,Cotton
56,40,27,31.01,41.42,7.22,345.53,Loamy Soil,Kharif,Kutch,Low,Bajra
94,49,51,31.79,62.86,7.33,742.92,Alluvial Soil,Kharif,Jamnagar,High,Cotton
94,52,43,25.84,72.72,6.6,849.63,Alluvial Soil,Kharif,Anand,High,Maize
48,49,32,28.17,68.74,6.22,675.86,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
36,47,39,23.03,41.41,6.99,184.23,Black Soil,Rabi,Jamnagar,Low,Gram
39,29,29,32.87,51.01,6.33,394.02,Alluvial Soil,Kharif,Amreli,Low,Sesame
32,29,24,24.84,34.76,7.01,120.87,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
61,41,38,17.64,59.24,6.4,161.3,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
58,33,36,19.58,51.06,6.45,140.01,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
65,44,36,19.38,56.62,6.5,181.72,Loamy Soil,Rabi,Banaskantha,Low,Mustard
36,33,31,26.65,33.77,6.47,75.18,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
27,32,30,24.71,32.13,6.46,91.96,Sandy Soil,Rabi,Rajkot,Low,Cumin
102,45,53,32.28,65.66,6.5,765.48,Alluvial Soil,Kharif,Rajkot,Medium,Cotton
43,36,28,20.61,52.06,6.91,165.9,Sandy Soil,Rabi,Jamnagar,Low,Mustard
36,44,33,28.48,72.46,6.21,551.83,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
91,52,41,25.33,70.88,6.54,961.01,Loamy Soil,Kharif,Vadodara,High,Maize
66,41,39,21.61,48.72,6.12,152.72,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
58,37,25,35.04,40.6,6.81,319.45,Loamy Soil,Kharif,Kutch,Low,Bajra
38,31,28,32.41,57.33,6.22,414.59,Alluvial Soil,Kharif,Mehsana,Low,Castor
38,37,31,21.73,44.38,7.34,137.97,Sandy Soil,Rabi,Kutch,Low,Cumin
59,33,33,37.19,39.89,6.97,192.03,Sandy Soil,Kharif,Mehsana,Low,Bajra
51,32,27,30.65,50.74,7.13,471.39,Loamy Soil,Kharif,Banaskantha,Low,Castor
88,51,41,25.01,68.47,6.9,897.9,Loamy Soil,Kharif,Ahmedabad,High,Maize
81,48,38,18.24,47.21,6.22,229.66,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
44,34,26,30.35,56.58,6.04,447.0,Sandy Soil,Kharif,Anand,Low,Castor
89,46,49,26.43,69.6,5.84,887.08,Alluvial Soil,Kharif,Ahmedabad,High,Maize
58,43,32,16.29,52.31,6.9,178.94,Sandy Soil,Rabi,Banaskantha,Low,Mustard
104,56,55,32.26,67.36,6.46,896.01,Black Soil,Kharif,Rajkot,High,Cotton
28,33,30,21.2,36.01,5.77,137.98,Loamy Soil,Rabi,Banaskantha,Low,Cumin
50,32,33,33.34,40.01,6.9,253.42,Loamy Soil,Kharif,Mehsana,Low,Bajra
82,50,51,18.11,48.27,7.42,213.84,Black Soil,Rabi,Ahmedabad,Medium,Wheat
36,41,29,23.71,37.62,6.45,94.12,Loamy Soil,Rabi,Jamnagar,Low,Cumin
75,46,43,24.33,67.26,6.78,805.79,Loamy Soil,Kharif,Anand,High,Maize
55,29,32,30.53,42.1,6.35,271.58,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
55,33,34,36.13,42.03,5.48,295.83,Loamy Soil,Kharif,Mehsana,Low,Bajra
55,39,31,27.1,53.98,7.0,403.82,Sandy Soil,Kharif,Banaskantha,Low,Castor
30,28,35,22.37,31.62,7.1,111.81,Alluvial Soil,Rabi,Rajkot,Low,Cumin
59,36,30,31.77,39.82,5.84,243.68,Loamy Soil,Kharif,Kutch,Low,Bajra
33,42,27,27.4,71.48,6.55,569.26,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
37,38,28,20.8,33.26,6.37,113.61,Sandy Soil,Rabi,Banaskantha,Low,Cumin
68,42,31,22.52,50.76,6.31,181.93,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
44,53,33,21.9,47.2,7.13,167.23,Black Soil,Rabi,Rajkot,Low,Gram
54,34,37,22.55,51.22,6.31,148.44,Sandy Soil,Rabi,Jamnagar,Low,Mustard
36,31,25,30.36,49.19,7.02,454.87,Sandy Soil,Kharif,Junagadh,Low,Sesame
69,41,31,18.03,47.32,6.69,145.66,Sandy Soil,Rabi,Jamnagar,Low,Mustard
43,36,42,33.91,40.6,6.34,302.8,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
53,32,32,33.39,42.61,7.12,218.03,Loamy Soil,Kharif,Jamnagar,Low,Bajra
73,50,30,20.96,53.34,6.99,172.84,Alluvial Soil,Rabi,Mehsana,Low,Mustard
39,42,36,28.25,72.63,6.89,631.24,Black Soil,Kharif,Junagadh,Medium,Groundnut
73,56,40,27.58,64.49,6.76,766.31,Alluvial Soil,Kharif,Vadodara,High,Maize
86,44,45,20.87,46.25,6.6,203.93,Black Soil,Rabi,Rajkot,Medium,Wheat
47,39,29,34.79,45.19,5.67,312.82,Sandy Soil,Kharif,Jamnagar,Low,Bajra
63,49,34,18.9,49.86,7.14,220.45,Loamy Soil,Rabi,Banaskantha,Low,Mustard
45,31,30,31.83,40.72,6.46,307.9,Sandy Soil,Kharif,Mehsana,Low,Bajra
40,31,19,21.01,31.75,6.01,54.21,Sandy Soil,Rabi,Mehsana,Low,Cumin
44,54,42,21.36,43.08,5.96,168.04,Clay Soil,Rabi,Jamnagar,Low,Gram
35,40,36,25.9,43.33,6.28,148.85,Clay Soil,Rabi,Vadodara,Low,Gram
37,48,32,29.06,75.87,7.03,673.53,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
55,30,30,33.67,42.32,7.19,265.45,Sandy Soil,Kharif,Kutch,Low,Bajra
93,53,48,32.2,60.3,6.9,815.98,Black Soil,Kharif,Rajkot,Medium,Cotton
45,57,35,23.48,39.74,5.69,202.0,Loamy Soil,Rabi,Ahmedabad,Low,Gram
111,47,48,33.3,66.67,6.59,866.74,Black Soil,Kharif,Jamnagar,High,Cotton
39,27,28,20.91,31.94,7.29,124.91,Sandy Soil,Rabi,Banaskantha,Low,Cumin
82,47,39,24.64,66.26,6.32,793.13,Loamy Soil,Kharif,Vadodara,High,Maize
55,31,32,31.95,37.38,6.76,255.71,Sandy Soil,Kharif,Jamnagar,Low,Bajra
43,32,29,34.08,39.93,6.57,282.28,Loamy Soil,Kharif,Kutch,Low,Bajra
43,47,26,28.85,54.28,6.59,446.5,Alluvial Soil,Kharif,Mehsana,Low,Castor
33,32,33,23.37,34.67,6.43,119.2,Loamy Soil,Rabi,Banaskantha,Low,Cumin
100,51,47,31.32,57.98,7.52,810.35,Alluvial Soil,Kharif,Surat,High,Cotton
35,27,22,31.34,50.05,6.53,399.86,Loamy Soil,Kharif,Kutch,Low,Sesame
88,42,40,21.29,51.16,7.09,216.41,Alluvial Soil,Rabi,Anand,Medium,Wheat
56,30,18,30.18,59.61,6.81,528.7,Loamy Soil,Kharif,Kutch,Low,Castor
58,36,33,20.97,49.17,6.14,132.65,Loamy Soil,Rabi,Banaskantha,Low,Mustard
36,34,32,25.74,35.79,6.04,95.58,Alluvial Soil,Rabi,Kutch,Low,Cumin
50,37,33,34.62,41.17,7.1,274.64,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
54,37,23,36.63,30.0,6.28,208.51,Loamy Soil,Kharif,Jamnagar,Low,Bajra
34,35,23,31.6,50.48,6.57,344.97,Alluvial Soil,Kharif,Junagadh,Low,Sesame
35,34,31,23.24,36.22,6.59,124.53,Loamy Soil,Rabi,Kutch,Low,Cumin
36,36,30,22.92,35.73,6.56,92.55,Alluvial Soil,Rabi,Mehsana,Low,Cumin
48,44,23,28.57,75.69,6.96,616.87,Black Soil,Kharif,Junagadh,Medium,Groundnut
38,39,23,32.97,59.57,6.77,373.1,Alluvial Soil,Kharif,Kutch,Low,Castor
87,43,56,20.71,53.7,6.25,197.17,Clay Soil,Rabi,Banaskantha,Medium,Wheat
38,50,33,21.35,39.66,5.45,143.12,Black Soil,Rabi,Ahmedabad,Low,Gram
109,50,37,30.77,70.21,6.36,783.77,Alluvial Soil,Kharif,Junagadh,High,Cotton
107,56,41,31.67,64.87,6.43,822.26,Alluvial Soil,Kharif,Rajkot,High,Cotton
39,31,34,29.55,46.99,6.73,370.66,Loamy Soil,Kharif,Junagadh,Low,Sesame
31,28,22,31.0,56.43,6.32,426.35,Sandy Soil,Kharif,Amreli,Low,Sesame
42,34,32,25.76,69.48,6.41,713.81,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
33,24,23,33.61,56.01,6.96,397.76,Loamy Soil,Kharif,Rajkot,Low,Sesame
54,47,37,36.04,41.77,6.15,285.9,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
25,27,27,31.14,47.63,5.99,363.61,Sandy Soil,Kharif,Bhavnagar,Low,Sesame
67,31,40,17.58,54.29,6.32,171.31,Sandy Soil,Rabi,Banaskantha,Low,Mustard
73,54,38,27.66,69.02,6.91,884.62,Loamy Soil,Kharif,Mehsana,High,Maize
44,34,40,30.34,35.56,6.88,248.24,Sandy Soil,Kharif,Jamnagar,Low,Bajra
36,29,31,20.49,39.39,6.53,96.49,Sandy Soil,Rabi,Kutch,Low,Cumin
39,49,40,19.75,42.72,6.75,109.55,Loamy Soil,Rabi,Ahmedabad,Low,Gram
81,42,43,20.58,46.48,6.09,188.28,Black Soil,Rabi,Mehsana,Medium,Wheat
37,35,31,24.84,73.38,6.01,658.17,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
55,40,36,32.69,56.55,6.28,468.32,Sandy Soil,Kharif,Anand,Low,Castor
39,29,26,24.16,34.54,6.97,112.89,Sandy Soil,Rabi,Banaskantha,Low,Cumin
35,34,28,24.59,31.3,6.63,95.74,Alluvial Soil,Rabi,Mehsana,Low,Cumin
31,58,40,20.36,39.46,6.64,183.24,Clay Soil,Rabi,Vadodara,Low,Gram
108,36,48,16.64,45.52,7.28,227.71,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
88,57,55,31.9,68.35,6.68,756.99,Alluvial Soil,Kharif,Bhavnagar,Medium,Cotton
42,45,34,26.49,72.99,6.56,661.58,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
41,37,32,34.82,40.57,6.98,271.85,Loamy Soil,Kharif,Mehsana,Low,Bajra
85,50,43,32.43,69.47,5.56,807.67,Black Soil,Kharif,Vadodara,Medium,Cotton
30,36,23,24.11,39.62,6.1,105.37,Sandy Soil,Rabi,Rajkot,Low,Cumin
56,35,25,28.37,58.73,6.63,480.83,Loamy Soil,Kharif,Rajkot,Low,Castor
70,53,41,24.8,66.82,5.87,814.55,Loamy Soil,Kharif,Anand,High,Maize
41,36,30,22.47,35.69,6.24,96.55,Loamy Soil,Rabi,Rajkot,Low,Cumin
43,52,34,27.07,68.45,5.94,653.66,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
105,48,47,31.58,65.43,5.31,678.02,Alluvial Soil,Kharif,Jamnagar,High,Cotton
74,42,43,18.25,48.57,7.09,244.84,Black Soil,Rabi,Anand,Medium,Wheat
31,33,25,22.52,37.02,6.66,158.34,Loamy Soil,Rabi,Kutch,Low,Cumin
65,47,41,17.13,55.38,7.34,148.71,Sandy Soil,Rabi,Jamnagar,Low,Mustard
51,33,27,27.94,57.88,6.62,468.11,Sandy Soil,Kharif,Rajkot,Low,Castor
41,24,24,24.85,38.11,6.04,140.13,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
34,36,25,24.0,33.65,6.9,93.77,Sandy Soil,Rabi,Jamnagar,Low,Cumin
61,34,30,17.79,52.17,6.59,133.64,Sandy Soil,Rabi,Kutch,Low,Mustard
93,43,43,25.95,68.65,7.33,789.97,Red Soil,Kharif,Vadodara,High,Maize
59,32,31,31.64,41.58,6.02,276.41,Loamy Soil,Kharif,Jamnagar,Low,Bajra
53,36,33,33.8,42.52,6.55,295.08,Sandy Soil,Kharif,Banaskantha,Low,Bajra
92,42,50,29.56,60.91,5.46,794.26,Black Soil,Kharif,Vadodara,High,Cotton
33,26,31,23.85,38.86,6.43,121.39,Loamy Soil,Rabi,Kutch,Low,Cumin
86,55,33,20.68,49.28,6.77,205.87,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
